lsoa code (2011),lsoa code (2021),rural urban
E01000751,E01000751,Urban major conurbation
E01000752,E01000752,Urban major conurbation
E01000753,E01000753,Urban major conurbation
E01000754,E01000754,Urban major conurbation
E01000755,E01000755,Urban major conurbation
E01000756,E01000756,Urban major conurbation
E01000757,E01000757,Urban major conurbation
E01000758,E01000758,Urban major conurbation
E01000759,E01000759,Urban major conurbation
E01000760,E01000760,Urban major conurbation
E01000761,E01000761,Urban major conurbation
E01000762,E01000762,Urban major conurbation
E01000763,E01000763,Urban major conurbation
E01000764,E01000764,Urban major conurbation
E01000765,E01000765,Urban major conurbation
E01000766,E01000766,Urban major conurbation
E01000767,E01000767,Urban major conurbation
E01000768,E01000768,Urban major conurbation
E01000769,E01000769,Urban major conurbation
E01000770,E01000770,Urban major conurbation
E01000771,E01000771,Urban major conurbation
E01000772,E01000772,Urban major conurbation
E01000773,E01000773,Urban major conurbation
E01000774,E01000774,Urban major conurbation
E01000775,E01000775,Urban major conurbation
E01000777,E01000777,Urban major conurbation
E01000778,E01000778,Urban major conurbation
E01000779,E01000779,Urban major conurbation
E01000780,E01000780,Urban major conurbation
E01000781,E01000781,Urban major conurbation
E01000782,E01000782,Urban major conurbation
E01000783,E01000783,Urban major conurbation
E01000784,E01000784,Urban major conurbation
E01000785,E01000785,Urban major conurbation
E01000786,E01000786,Urban major conurbation
E01000787,E01000787,Urban major conurbation
E01000788,E01000788,Urban major conurbation
E01000789,E01000789,Urban major conurbation
E01000790,E01000790,Urban major conurbation
E01000791,E01000791,Urban major conurbation
E01000792,E01000792,Urban major conurbation
E01000793,E01000793,Urban major conurbation
E01000794,E01000794,Urban major conurbation
E01000795,E01000795,Urban major conurbation
E01000796,E01000796,Urban major conurbation
E01000797,E01000797,Urban major conurbation
E01000798,E01000798,Urban major conurbation
E01000799,E01000799,Urban major conurbation
E01000800,E01000800,Urban major conurbation
E01000801,E01000801,Urban major conurbation
E01000802,E01000802,Urban major conurbation
E01000803,E01000803,Urban major conurbation
E01000804,E01000804,Urban major conurbation
E01000805,E01000805,Urban major conurbation
E01000806,E01000806,Urban major conurbation
E01000807,E01000807,Urban major conurbation
E01000808,E01000808,Urban major conurbation
E01000809,E01000809,Urban major conurbation
E01000810,E01000810,Urban major conurbation
E01000811,E01000811,Urban major conurbation
E01000812,E01000812,Urban major conurbation
E01000813,E01000813,Urban major conurbation
E01000814,E01000814,Urban major conurbation
E01000815,E01000815,Urban major conurbation
E01000816,E01000816,Urban major conurbation
E01000818,E01000818,Urban major conurbation
E01000819,E01000819,Urban major conurbation
E01000820,E01000820,Urban major conurbation
E01000822,E01000822,Urban major conurbation
E01000823,E01000823,Urban major conurbation
E01000824,E01000824,Urban major conurbation
E01000825,E01000825,Urban major conurbation
E01000826,E01000826,Urban major conurbation
E01000827,E01000827,Urban major conurbation
E01000828,E01000828,Urban major conurbation
E01000829,E01000829,Urban major conurbation
E01000830,E01000830,Urban major conurbation
E01000831,E01000831,Urban major conurbation
E01000832,E01000832,Urban major conurbation
E01000833,E01000833,Urban major conurbation
E01000834,E01000834,Urban major conurbation
E01000835,E01000835,Urban major conurbation
E01000836,E01000836,Urban major conurbation
E01000837,E01000837,Urban major conurbation
E01000838,E01000838,Urban major conurbation
E01000839,E01000839,Urban major conurbation
E01000840,E01000840,Urban major conurbation
E01000841,E01000841,Urban major conurbation
E01000842,E01000842,Urban major conurbation
E01000843,E01000843,Urban major conurbation
E01000844,E01000844,Urban major conurbation
E01000845,E01000845,Urban major conurbation
E01000846,E01000846,Urban major conurbation
E01000847,E01000847,Urban major conurbation
E01000848,E01000848,Urban major conurbation
E01000849,E01000849,Urban major conurbation
E01000850,E01000850,Urban major conurbation
E01000851,E01000851,Urban major conurbation
E01000852,E01035711,Urban major conurbation
E01000853,E01000853,Urban major conurbation
E01000854,E01035711,Urban major conurbation
E01000855,E01000855,Urban major conurbation
E01000856,E01000856,Urban major conurbation
E01000857,E01000857,Urban major conurbation
E01000858,E01000858,Urban major conurbation
E01000859,E01000859,Urban major conurbation
E01000860,E01000860,Urban major conurbation
E01000861,E01000861,Urban major conurbation
E01000862,E01000862,Urban major conurbation
E01000863,E01000863,Urban major conurbation
E01000864,E01035707,Urban major conurbation
E01000865,E01035707,Urban major conurbation
E01000866,E01000866,Urban major conurbation
E01000867,E01000867,Urban major conurbation
E01000868,E01000868,Urban major conurbation
E01000869,E01000869,Urban major conurbation
E01000870,E01000870,Urban major conurbation
E01000871,E01000871,Urban major conurbation
E01000872,E01000872,Urban major conurbation
E01000873,E01000873,Urban major conurbation
E01000874,E01000874,Urban major conurbation
E01000875,E01000875,Urban major conurbation
E01000876,E01000876,Urban major conurbation
E01000877,E01000877,Urban major conurbation
E01000878,E01000878,Urban major conurbation
E01000879,E01000879,Urban major conurbation
E01000880,E01000880,Urban major conurbation
E01000881,E01000881,Urban major conurbation
E01000882,E01000882,Urban major conurbation
E01000883,E01000883,Urban major conurbation
E01000884,E01000884,Urban major conurbation
E01000885,E01000885,Urban major conurbation
E01000886,E01000886,Urban major conurbation
E01000887,E01000887,Urban major conurbation
E01000888,E01000888,Urban major conurbation
E01000889,E01000889,Urban major conurbation
E01000890,E01000890,Urban major conurbation
E01000891,E01000891,Urban major conurbation
E01000892,E01000892,Urban major conurbation
E01000893,E01000893,Urban major conurbation
E01000894,E01000894,Urban major conurbation
E01000895,E01000895,Urban major conurbation
E01000896,E01000896,Urban major conurbation
E01000897,E01000897,Urban major conurbation
E01000898,E01000898,Urban major conurbation
E01000899,E01000899,Urban major conurbation
E01000900,E01000900,Urban major conurbation
E01000901,E01000901,Urban major conurbation
E01000902,E01000902,Urban major conurbation
E01000903,E01000903,Urban major conurbation
E01000904,E01000904,Urban major conurbation
E01000905,E01000905,Urban major conurbation
E01000906,E01000906,Urban major conurbation
E01000907,E01000907,Urban major conurbation
E01000908,E01000908,Urban major conurbation
E01000909,E01000909,Urban major conurbation
E01000910,E01000910,Urban major conurbation
E01000911,E01000911,Urban major conurbation
E01000912,E01000912,Urban major conurbation
E01000913,E01000913,Urban major conurbation
E01000914,E01000914,Urban major conurbation
E01000915,E01000915,Urban major conurbation
E01000916,E01000916,Urban major conurbation
E01000917,E01000917,Urban major conurbation
E01000918,E01000918,Urban major conurbation
E01000919,E01000919,Urban major conurbation
E01000920,E01000920,Urban major conurbation
E01000921,E01000921,Urban major conurbation
E01000922,E01000922,Urban major conurbation
E01000923,E01000923,Urban major conurbation
E01000924,E01000924,Urban major conurbation
E01000925,E01000925,Urban major conurbation
E01000926,E01000926,Urban major conurbation
E01000927,E01000927,Urban major conurbation
E01000928,E01000928,Urban major conurbation
E01000929,E01000929,Urban major conurbation
E01000930,E01000930,Urban major conurbation
E01000931,E01000931,Urban major conurbation
E01000932,E01000932,Urban major conurbation
E01000933,E01000933,Urban major conurbation
E01000934,E01000934,Urban major conurbation
E01000935,E01000935,Urban major conurbation
E01000936,E01035712,Urban major conurbation
E01000937,E01000937,Urban major conurbation
E01000938,E01000938,Urban major conurbation
E01000939,E01000939,Urban major conurbation
E01000940,E01035712,Urban major conurbation
E01000941,E01000941,Urban major conurbation
E01000942,E01000942,Urban major conurbation
E01000943,E01000943,Urban major conurbation
E01000944,E01000944,Urban major conurbation
E01000945,E01035710,Urban major conurbation
E01000946,E01000946,Urban major conurbation
E01000947,E01000947,Urban major conurbation
E01000948,E01000948,Urban major conurbation
E01000949,E01000949,Urban major conurbation
E01000950,E01035710,Urban major conurbation
E01000951,E01000951,Urban major conurbation
E01000952,E01000952,Urban major conurbation
E01000953,E01035709,Urban major conurbation
E01000954,E01000954,Urban major conurbation
E01000955,E01000955,Urban major conurbation
E01000956,E01000956,Urban major conurbation
E01000957,E01000957,Urban major conurbation
E01000958,E01000958,Urban major conurbation
E01000959,E01000959,Urban major conurbation
E01000960,E01000960,Urban major conurbation
E01000961,E01000961,Urban major conurbation
E01000962,E01000962,Urban major conurbation
E01000963,E01000963,Urban major conurbation
E01000964,E01000964,Urban major conurbation
E01000965,E01000965,Urban major conurbation
E01000966,E01000966,Urban major conurbation
E01000967,E01000967,Urban major conurbation
E01000968,E01000968,Urban major conurbation
E01000969,E01000969,Urban major conurbation
E01000970,E01000970,Urban major conurbation
E01000971,E01000971,Urban major conurbation
E01000972,E01000972,Urban major conurbation
E01000973,E01000973,Urban major conurbation
E01000974,E01000974,Urban major conurbation
E01000975,E01000975,Urban major conurbation
E01000976,E01000976,Urban major conurbation
E01000977,E01000977,Urban major conurbation
E01000978,E01000978,Urban major conurbation
E01000979,E01000979,Urban major conurbation
E01000980,E01000980,Urban major conurbation
E01000981,E01000981,Urban major conurbation
E01000982,E01000982,Urban major conurbation
E01000983,E01000983,Urban major conurbation
E01000984,E01000984,Urban major conurbation
E01000985,E01000985,Urban major conurbation
E01000986,E01000986,Urban major conurbation
E01000987,E01000987,Urban major conurbation
E01000989,E01000989,Urban major conurbation
E01000990,E01000990,Urban major conurbation
E01000991,E01000991,Urban major conurbation
E01000992,E01000992,Urban major conurbation
E01000993,E01000993,Urban major conurbation
E01000994,E01000994,Urban major conurbation
E01000995,E01000995,Urban major conurbation
E01000996,E01000996,Urban major conurbation
E01000997,E01000997,Urban major conurbation
E01000998,E01000998,Urban major conurbation
E01000999,E01000999,Urban major conurbation
E01001000,E01001000,Urban major conurbation
E01001001,E01001001,Urban major conurbation
E01001002,E01001002,Urban major conurbation
E01001003,E01001003,Urban major conurbation
E01001004,E01001004,Urban major conurbation
E01001005,E01001005,Urban major conurbation
E01001006,E01001006,Urban major conurbation
E01001007,E01001007,Urban major conurbation
E01001008,E01001008,Urban major conurbation
E01001009,E01001009,Urban major conurbation
E01001010,E01001010,Urban major conurbation
E01001011,E01001011,Urban major conurbation
E01001012,E01001012,Urban major conurbation
E01001013,E01001013,Urban major conurbation
E01001014,E01034144,Urban major conurbation
E01001015,E01001015,Urban major conurbation
E01001016,E01001016,Urban major conurbation
E01001017,E01001017,Urban major conurbation
E01001018,E01001018,Urban major conurbation
E01001019,E01001019,Urban major conurbation
E01001020,E01001020,Urban major conurbation
E01001021,E01001021,Urban major conurbation
E01001022,E01001022,Urban major conurbation
E01001023,E01001023,Urban major conurbation
E01001024,E01001024,Urban major conurbation
E01001025,E01001025,Urban major conurbation
E01001026,E01001026,Urban major conurbation
E01001027,E01001027,Urban major conurbation
E01001028,E01001028,Urban major conurbation
E01001029,E01001029,Urban major conurbation
E01001030,E01001030,Urban major conurbation
E01001031,E01001031,Urban major conurbation
E01001032,E01001032,Urban major conurbation
E01001033,E01001033,Urban major conurbation
E01001034,E01001034,Urban major conurbation
E01001035,E01001035,Urban major conurbation
E01001036,E01001036,Urban major conurbation
E01001037,E01001037,Urban major conurbation
E01001038,E01001038,Urban major conurbation
E01001039,E01001039,Urban major conurbation
E01001040,E01001040,Urban major conurbation
E01001041,E01001041,Urban major conurbation
